ISSN,Journal_Name,Publisher,JIF,Quartile
1543-0537,Nonlinear Optics Quantum Optics-Concepts in,OLD CITY PUBLISHING I,0.5,Q4
1543-1649,International Journal for Multiscale Computati,BEGELL HOUSE INC,1.4,Q3
1543-3080,Journal of Physical Activity & Health,HUMAN KINETICS PUBL,2.6,Q2
1543-3633,Cognitive and Behavioral Neurology,LIPPINCOTT WILLIAMS,1.7,Q3
1543-3951,F Scott Fitzgerald Review,PENN STATE UNIV PRES,<0.1,
1543-4060,Ecological Restoration,UNIV WISCONSIN PRES,1.1,Q4
1543-4273,Early American Studies-An Interdisciplinary Jou,UNIV PENNSYLVANIA P,0.3,Q2
1543-4303,Language Assessment Quarterly,ROUTLEDGE JOURNALS,2.8,Q1
1543-4494,LEARNING & BEHAVIOR,SPRINGER,1.5,Q2
1543-5008,Annual Review of Plant Biology,ANNUAL REVIEWS,26.5,Q1
1543-5075,International Journal of Green Energy,TAYLOR & FRANCIS INC,3.1,Q2
1543-592X,Annual Review of Ecology Evolution and Syste,ANNUAL REVIEWS,11.4,Q1
1543-5938,Annual Review of Environment and Resources,ANNUAL REVIEWS,16,Q1
1543-8384,MOLECULAR PHARMACEUTICS,AMER CHEMICAL SOC,4.5,Q1
1543-8627,Research in Sports Medicine,TAYLOR & FRANCIS LTD,1.9,Q2
1543-866X,ATA Journal of Legal Tax Research,AMER ACCOUNTING AS,0.5,Q4
1543-9925,Antiphon-A Journal for Liturgical Renewal,CATHOLIC UNIV AMER,0.1,
1544-0478,Journal of Natural Fibers,TAYLOR & FRANCIS INC,3.1,Q1
1544-1709,ANNALS OF FAMILY MEDICINE,ANNALS FAMILY MEDIC,5.1,Q1
1544-2721,Tourism Review International,COGNIZANT COMMUN,1.1,Q3
1544-3191,JOURNAL OF THE AMERICAN PHARMACISTS AS,ELSEVIER,2.5,Q3
1544-3558,ACM Transactions on Applied Perception,ASSOC COMPUTING M,2.1,Q3
1544-3566,ACM Transactions on Architecture and Code O,ASSOC COMPUTING M,1.8,Q2
1544-4759,Journal of Investigative Psychology and Offend,WILEY,1,Q3
1544-6123,Finance Research Letters,ACADEMIC PRESS INC E,6.9,Q1
1544-8444,Population Space and Place,WILEY,2.6,Q1
1544-9173,PLOS BIOLOGY,PUBLIC LIBRARY SCIEN,7.2,Q1
1545-102X,Worldviews on Evidence-Based Nursing,WILEY,3.8,Q1
1545-1151,Preventing Chronic Disease,CENTERS DISEASE CON,3.9,Q1
1545-2255,Structural Control & Health Monitoring,JOHN WILEY & SONS LT,5.1,Q1
1545-2476,Journal of Latin American Geography,CONFERENCE LATIN AM,0.5,Q3
1545-2921,Economics Bulletin,ECONOMICS BULLETIN,0.2,Q4
1545-5009,PEDIATRIC BLOOD & CANCER,WILEY,2.3,Q2
1545-5955,IEEE Transactions on Automation Science and E,IEEE-INST ELECTRICAL E,6.4,Q1
1545-5963,IEEE-ACM Transactions on Computational Biolo,IEEE COMPUTER SOC,3.4,Q1
1545-5971,IEEE Transactions on Dependable and Secure C,IEEE COMPUTER SOC,7.5,Q1
1545-598X,IEEE Geoscience and Remote Sensing Letters,IEEE-INST ELECTRICAL E,4.4,Q1
1545-6870,Atlantic Journal of Communication,ROUTLEDGE JOURNALS,1,Q3
1545-8490,Decision Analysis,INFORMS,1.5,Q3
1545-8547,Zebrafish,"MARY ANN LIEBERT, IN",1.2,Q2
1545-8636,MMWR Surveillance Summaries,CENTERS DISEASE CON,49.8,Q1
1545-9144,Journal of Investment Management,JOURNAL INVESTMENT,0.2,Q4
1545-9616,Journal of Drugs in Dermatology,JOURNAL OF DRUGS IN,1.8,Q3
1545-9624,JOURNAL OF OCCUPATIONAL AND ENVIRONM,TAYLOR & FRANCIS INC,1.5,Q3
1545-9683,NEUROREHABILITATION AND NEURAL REPAIR,SAGE PUBLICATIONS IN,3.7,Q1
1545-9993,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NATURE PORTFOLIO,10.1,Q1
1546-007X,Steinbeck Review,PENN STATE UNIV PRES,0.9,
1546-1440,Journal of the American College of Radiology,ELSEVIER SCIENCE INC,5.1,Q1
1546-2218,CMC-Computers Materials & Continua,TECH SCIENCE PRESS,1.7,Q3
1546-2234,Journal of Organizational and End User Compu,IGI GLOBAL,3.4,Q1
1546-4261,COMPUTER ANIMATION AND VIRTUAL WORLD,WILEY,1.7,Q3
1546-542X,International Journal of Applied Ceramic Techn,WILEY,2.3,Q2
1546-6086,CONCEPTS IN MAGNETIC RESONANCE PART A,WILEY,0.4,Q4
1546-9530,Current Heart Failure Reports,SPRINGERNATURE,3.4,Q2
1547-0091,Journal of Coatings Technology and Research,SPRINGER,2.8,Q2
1547-0148,Journal of Convention & Event Tourism,ROUTLEDGE JOURNALS,1.6,Q3
1547-139X,Stratigraphy,MICRO PRESS,0.6,Q4
1547-2450,Journal of Intelligent Transportation Systems,TAYLOR & FRANCIS INC,2.8,Q2
1547-3287,STEM CELLS AND DEVELOPMENT,"MARY ANN LIEBERT, IN",2,Q2
1547-402X,Chinese Historical Review,ROUTLEDGE JOURNALS,0.1,Q3
1547-4127,Thoracic Surgery Clinics,W B SAUNDERS CO-ELS,1.8,Q2
1547-4771,Physics of Particles and Nuclei Letters,PLEIADES PUBLISHING I,0.4,Q4
1547-5271,HEART RHYTHM,ELSEVIER SCIENCE INC,5.7,Q1
1547-5441,Language Learning and Development,ROUTLEDGE JOURNALS,1.4,Q2
1547-5654,JOURNAL OF NEUROSURGERY-SPINE,AMER ASSOC NEUROLO,3.1,Q1
1547-5816,Journal of Industrial and Management Optimiz,AMER INST MATHEMA,1.6,Q2
1547-6278,Organogenesis,TAYLOR & FRANCIS INC,2.8,Q2
1547-6286,RNA Biology,TAYLOR & FRANCIS INC,3.4,Q2
1547-6715,Labor-Studies in Working-Class History of the A,DUKE UNIV PRESS,0.3,Q4
1547-691X,Journal of Immunotoxicology,TAYLOR & FRANCIS LTD,3.1,Q2
1547-7029,Journal of Failure Analysis and Prevention,SPRINGERNATURE,1.2,Q3
1547-7037,JOURNAL OF PHASE EQUILIBRIA AND DIFFUSIO,SPRINGER,1.7,Q3
1547-769X,Forensic Science Medicine and Pathology,HUMANA PRESS INC,1.4,Q3
1547-9714,Journal of Information Technology Education-R,INFORMING SCIENCE IN,2.2,Q1
1548-0518,Journal of Leadership & Organizational Studies,SAGE PUBLICATIONS IN,4.9,Q1
1548-0666,International Journal of Knowledge Manageme,IGI GLOBAL,2.1,Q3
1548-0992,IEEE Latin America Transactions,IEEE-INST ELECTRICAL E,1.3,Q3
1548-1115,International Journal of Enterprise Information,IGI GLOBAL,0.4,Q4
1548-1131,International Journal of E-Business Research,IGI GLOBAL,1.9,Q3
1548-159X,Dynamics of Partial Differential Equations,"INT PRESS BOSTON, IN",1,Q3
1548-1603,GIScience & Remote Sensing,TAYLOR & FRANCIS LTD,6.9,Q1
1548-3568,Current HIV/AIDS Reports,SPRINGER,4.4,Q1
1548-3584,Current Sexual Health Reports,SPRINGERNATURE,2.3,Q2
1548-3657,International Journal of Intelligent Information,IGI GLOBAL,0.6,Q4
1548-3673,International Journal of e-Collaboration,IGI GLOBAL,0.4,Q4
1548-3886,International Journal of Electronic Government,IGI GLOBAL,1.5,Q2
1548-5129,Journal of Defense Modeling and Simulation-A,SAGE PUBLICATIONS IN,0.6,Q3
1548-5595,ADVANCES IN CHRONIC KIDNEY DISEASE,W B SAUNDERS CO-ELS,2.3,Q2
1548-5943,Annual Review of Clinical Psychology,ANNUAL REVIEWS,16.5,Q1
1548-7091,NATURE METHODS,NATURE PORTFOLIO,32.1,Q1
1548-7660,Journal of Statistical Software,JOURNAL STATISTICAL,8.1,Q1
1548-9213,PHYSIOLOGY,AMER PHYSIOLOGICAL,10.3,Q1
1549-0815,JNT-JOURNAL OF NARRATIVE THEORY,EASTERN MICHIGAN U,0.3,
1549-0955,Population Review,SOCIOLOGICAL DEMOG,0.4,Q4
1549-1277,PLOS MEDICINE,PUBLIC LIBRARY SCIEN,9.9,Q1
1549-1684,REJUVENATION RESEARCH,"MARY ANN LIEBERT, IN",2.6,Q3
1549-2230,Teknokultura: Revista de Cultura Digital y Movi,UNIV COMPLUTENSE M,0.4,Q4
1549-3296,JOURNAL OF BIOMEDICAL MATERIALS RESEAR,WILEY,3.9,Q2
1549-4950,JOURNAL OF THE AUDIO ENGINEERING SOCIET,AUDIO ENGINEERING S,1.6,Q2
1549-5787,Probability Surveys,PROBABILITY SURVEYS,1.4,Q2
1549-6325,ACM Transactions on Algorithms,ASSOC COMPUTING M,1.4,Q2
1549-7747,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEM,IEEE-INST ELECTRICAL E,4.9,Q1
1549-8328,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEM,IEEE-INST ELECTRICAL E,5.2,Q1
1549-9324,Journal for International Business and Entrepre,INDERSCIENCE ENTERP,1,Q4
1549-9596,Journal of Chemical Information and Modeling,AMER CHEMICAL SOC,5.3,Q1
1549-9618,Journal of Chemical Theory and Computation,AMER CHEMICAL SOC,5.5,Q1
1549-9634,Nanomedicine-Nanotechnology Biology and M,ELSEVIER,4.6,Q2
1550-0594,CLINICAL EEG AND NEUROSCIENCE,SAGE PUBLICATIONS IN,1.7,Q3
1550-1329,International Journal of Distributed Sensor Net,WILEY,2.5,Q3
1550-1876,International Journal of Information and Comm,IGI GLOBAL,1.5,Q2
1550-1949,Intelligent Systems in Accounting Finance & Ma,JOHN WILEY & SONS LT,3.7,Q1
1550-2287,International Journal for Computational Metho,TAYLOR & FRANCIS INC,1.4,Q3
1550-2724,Leukos,TAYLOR & FRANCIS INC,2.6,Q2
1550-3585,Annual Review of Law and Social Science,ANNUAL REVIEWS,3,Q1
1550-4131,Cell Metabolism,CELL PRESS,30.9,Q1
1550-4263,Journal of Dual Diagnosis,ROUTLEDGE JOURNALS,2.6,Q2
1550-4832,ACM Journal on Emerging Technologies in Com,ASSOC COMPUTING M,2.6,Q2
1550-7076,Heritage Language Journal,BRILL,0.9,Q3
1550-7289,Surgery for Obesity and Related Diseases,ELSEVIER SCIENCE INC,3.8,Q1
1550-7394,Religion & Education,TAYLOR & FRANCIS INC,1.1,
1550-7416,AAPS Journal,SPRINGER,3.7,Q2
1550-7424,Rangeland Ecology & Management,ELSEVIER,2.4,Q2
1550-8307,Explore-The Journal of Science and Healing,ELSEVIER SCIENCE INC,2.2,Q2
1550-9087,Industrial Biotechnology,"MARY ANN LIEBERT, IN",1.1,Q4
1550-9389,Journal of Clinical Sleep Medicine,AMER ACAD SLEEP ME,2.9,Q2
1551-2169,Journal of Political Science Education,ROUTLEDGE JOURNALS,0.6,Q4
1551-3114,Foundations and Trends in Entrepreneurship,NOW PUBLISHERS INC,1.7,Q3
1551-3203,IEEE Transactions on Industrial Informatics,IEEE-INST ELECTRICAL E,9.9,Q1
1551-3440,Mathematics Enthusiast,"UNIV MONTANA, DEPT",0.2,Q4
1551-3777,Integrated Environmental Assessment and Ma,OXFORD UNIV PRESS,8.4,Q1
1551-3815,Fetal and Pediatric Pathology,TAYLOR & FRANCIS INC,0.6,Q4
1551-3939,Foundations and Trends in Electronic Design A,NOW PUBLISHERS INC,1.5,Q3
1551-6857,ACM Transactions on Multimedia Computing C,ASSOC COMPUTING M,6,Q1
1551-7004,ARKIVOC,ARKAT USA INC,0.6,Q4
1551-7136,Heart Failure Clinics,ELSEVIER SCIENCE INC,2,Q3
1551-7144,Contemporary Clinical Trials,ELSEVIER SCIENCE INC,1.9,Q3
1551-7411,Research in Social & Administrative Pharmacy,ELSEVIER SCIENCE INC,2.8,Q2
1551-9031,ACM SIGecom Exchanges,ASSOC COMPUTING M,0.4,Q4
1551-9783,Journal of Structured Finance,PAGEANT MEDIA LTD,0.1,Q4
1551-9899,Ad Hoc & Sensor Wireless Networks,OLD CITY PUBLISHING I,0.6,Q4
1552-3098,IEEE Transactions on Robotics,IEEE-INST ELECTRICAL E,10.5,Q1
1552-4256,Journal of Social Work in End-of-Life & Palliativ,ROUTLEDGE JOURNALS,1,Q3
1552-4450,Nature Chemical Biology,NATURE PORTFOLIO,13.7,Q1
1552-4825,AMERICAN JOURNAL OF MEDICAL GENETICS P,WILEY,1.7,Q3
1552-4841,AMERICAN JOURNAL OF MEDICAL GENETICS P,WILEY,1.5,Q3
1552-4868,AMERICAN JOURNAL OF MEDICAL GENETICS P,WILEY,4.4,Q1
1552-4922,CYTOMETRY PART A,WILEY,2.1,Q3
1552-4949,CYTOMETRY PART B-CLINICAL CYTOMETRY,WILEY,2.7,Q2
1552-4973,JOURNAL OF BIOMEDICAL MATERIALS RESEAR,WILEY,3.4,Q2
1552-5007,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B,WILEY,1.7,Q2
1552-5260,Alzheimers & Dementia,WILEY,11.1,Q1
1552-5864,Journal of Middle East Womens Studies,DUKE UNIV PRESS,0.5,Q3
1552-6100,Journal of Green Building,COLLEGE PUBLISHING,0.9,
1552-6283,International Journal on Semantic Web and Inf,IGI GLOBAL,5.6,Q1
1552-8014,Food Culture & Society,ROUTLEDGE JOURNALS,1.1,Q3
1553-040X,Geosphere,GEOLOGICAL SOC AME,1.9,Q3
1553-118X,International Journal of Strategic Communicati,TAYLOR & FRANCIS LTD,1.9,Q2
1553-3077,ACM Transactions on Storage,ASSOC COMPUTING M,2.6,Q2
1553-3506,Surgical Innovation,SAGE PUBLICATIONS IN,1.6,Q2
1553-4006,Annual Review of Pathology-Mechanisms of Di,ANNUAL REVIEWS,34.5,Q1
1553-4510,Social Influence,ROUTLEDGE JOURNALS,0.6,Q4
1553-4650,Journal of Minimally Invasive Gynecology,ELSEVIER SCIENCE INC,3.3,Q1
1553-5592,Journal of Hospital Medicine,WILEY,2.3,Q2
1553-6505,Comedia Performance,PENN STATE UNIV PRES,0.3,
1553-734X,PLoS Computational Biology,PUBLIC LIBRARY SCIEN,3.6,Q1
1553-7366,PLoS Pathogens,PUBLIC LIBRARY SCIEN,4.9,Q1
1553-7404,PLoS Genetics,PUBLIC LIBRARY SCIEN,3.7,Q2
1553-8362,International Journal of Fruit Science,TAYLOR & FRANCIS INC,2.5,Q2
1554-057X,Foundations and Trends in Networking,NOW PUBLISHERS INC,1.3,Q4
1554-0626,Quarterly Journal of Political Science,NOW PUBLISHERS INC,1.8,Q2
1554-0669,Foundations and Trends in Information Retriev,NOW PUBLISHERS INC,12.9,Q1
1554-1010,Journal of Information Assurance and Security,SCIENDO,0.5,Q4
1554-1908,Journal of Emerging Technologies in Accountin,AMER ACCOUNTING AS,2,Q2
1554-351X,Behavior Research Methods,SPRINGER,3.9,Q1
1554-477X,Journal of Women Politics & Policy,ROUTLEDGE JOURNALS,1.5,Q2
1554-480X,Pedagogies,ROUTLEDGE JOURNALS,1.3,Q2
1554-6128,American Journal of Sexuality Education,ROUTLEDGE JOURNALS,1.1,Q3
1554-7191,International Entrepreneurship and Manageme,SPRINGER,3.9,Q2
1554-8627,Autophagy,TAYLOR & FRANCIS INC,14.3,Q1
1554-8716,Annual Review of CyberTherapy and Telemedic,INTERACTIVE MEDIA IN,0.6,Q4
1554-8929,ACS Chemical Biology,AMER CHEMICAL SOC,3.8,Q2
1554-964X,Geneva Risk and Insurance Review,PALGRAVE MACMILLAN,1,Q3
1555-0265,International Journal of Sports Physiology and,HUMAN KINETICS PUBL,4.3,Q1
1555-0281,Journal of Active and Passive Electronic Device,OLD CITY PUBLISHING I,0.2,Q4
1555-0753,Foundations and Trends in Marketing,NOW PUBLISHERS INC,0.5,Q4
1555-130X,Journal of Nanoelectronics and Optoelectronic,AMER SCIENTIFIC PUBL,0.5,Q4
1555-1393,Visual Communication Quarterly,ROUTLEDGE JOURNALS,0.5,Q4
1555-1423,Journal of Computational and Nonlinear Dynam,ASME,2.1,Q2
1555-3396,International Journal of Healthcare Informatio,IGI GLOBAL,0.4,Q4
1555-3434,Journal of Cognitive Engineering and Decision,SAGE PUBLICATIONS IN,3.2,Q2
1555-4120,Games and Culture,SAGE PUBLICATIONS IN,1.6,Q1
1555-5542,Biological Theory,SPRINGERNATURE,1.9,Q1
1555-5623,Politics & Policy,WILEY,1.5,Q2
1555-8622,Archaeologies-Journal of the World Archaeolog,SPRINGER,0.5,
1555-8932,Genes and Nutrition,BMC,4.9,Q1
1555-9041,Clinical Journal of the American Society of Nep,AMER SOC NEPHROLO,7.1,Q1
1556-0864,Journal of Thoracic Oncology,ELSEVIER SCIENCE INC,20.8,Q1
1556-1607,International Journal of Computer-Supported C,SPRINGER,5.7,Q1
1556-1623,Metacognition and Learning,SPRINGER,4.8,Q1
1556-1801,Networks and Heterogeneous Media,AMER INST MATHEMA,1.3,Q3
1556-2646,Journal of Empirical Research on Human Resea,SAGE PUBLICATIONS IN,1.1,Q3
1556-2948,Journal of Immigrant & Refugee Studies,ROUTLEDGE JOURNALS,1.5,Q2
1556-3316,HSS Journal,SAGE PUBLICATIONS IN,1.3,Q3
1556-3650,CLINICAL TOXICOLOGY,TAYLOR & FRANCIS LTD,3.3,Q2
1556-3693,Journal of Forensic Nursing,LIPPINCOTT WILLIAMS,0.9,Q3
1556-407X,Sleep Medicine Clinics,ELSEVIER INC,4.9,Q1
1556-4665,ACM Transactions on Autonomous and Adaptiv,ASSOC COMPUTING M,2.1,Q2
1556-4673,ACM Journal on Computing and Cultural Herita,ASSOC COMPUTING M,2.2,Q3
1556-4681,ACM Transactions on Knowledge Discovery fro,ASSOC COMPUTING M,4.8,Q1
1556-4886,Victims & Offenders,TAYLOR & FRANCIS INC,1.8,Q2
1556-4894,Journal of Island & Coastal Archaeology,ROUTLEDGE JOURNALS,1,
1556-4959,Journal of Field Robotics,WILEY,5.2,Q2
1556-6013,IEEE Transactions on Information Forensics and,IEEE-INST ELECTRICAL E,8,Q1
1556-603X,IEEE Computational Intelligence Magazine,IEEE-INST ELECTRICAL E,11.2,Q1
1556-6056,IEEE Computer Architecture Letters,IEEE COMPUTER SOC,1.4,Q4
1556-6072,IEEE Vehicular Technology Magazine,IEEE-INST ELECTRICAL E,7.2,Q1
1556-7036,Energy Sources Part A-Recovery Utilization and,TAYLOR & FRANCIS INC,2.2,Q3
1556-7249,Energy Sources Part B-Economics Planning and,TAYLOR & FRANCIS INC,2.2,Q4
1556-7265,Nanoscale and Microscale Thermophysical Eng,TAYLOR & FRANCIS INC,2.1,Q2
1556-8253,Breastfeeding Medicine,"MARY ANN LIEBERT, IN",1.8,Q2
1556-8318,International Journal of Sustainable Transporta,TAYLOR & FRANCIS INC,3.9,Q2
1556-8598,PET Clinics,ELSEVIER INC,2.3,Q2
1556-9039,Journal of Medical Toxicology,SPRINGER,2.6,Q3
1556-9527,Cutaneous and Ocular Toxicology,TAYLOR & FRANCIS LTD,1.3,Q3
1556-9543,Toxin Reviews,TAYLOR & FRANCIS INC,2.4,Q3
1556-9845,Innovations-Technology and Techniques in Car,SAGE PUBLICATIONS IN,1.6,Q2
1557-0541,Progress in Community Health Partnerships-Re,JOHNS HOPKINS UNIV,0.6,Q4
1557-0576,Journal of Neurologic Physical Therapy,LIPPINCOTT WILLIAMS,4.2,Q1
1557-0851,Feminist Criminology,SAGE PUBLICATIONS IN,2.3,Q1
1557-1858,Food Biophysics,SPRINGER,3.2,Q2
1557-1874,International Journal of Mental Health and Add,SPRINGER,2.5,Q2
1557-1890,Journal of Neuroimmune Pharmacology,SPRINGER,3.5,Q2
1557-1912,Journal of Immigrant and Minority Health,SPRINGER,1.8,Q3
1557-1939,Journal of Superconductivity and Novel Magne,SPRINGER,1.7,Q3
1557-1955,Plasmonics,SPRINGER,4.3,Q2
1557-2021,Latin Americanist,UNIV NORTH CAROLIN,0.3,
1557-2064,Sensing and Imaging,SPRINGER,2,Q3
1557-2285,Journal of Maritime Archaeology,SPRINGER,1.3,
1557-2625,Journal of the American Board of Family Medic,AMER BOARD FAMILY,2.6,Q1
1557-3060,Education Finance and Policy,MIT PRESS,2,Q2
1557-3087,Teaching and Learning in Nursing,ELSEVIER SCIENCE INC,1.7,Q2
1557-3958,International Journal of Cognitive Informatics a,IGI GLOBAL,1,Q4
1557-4660,Asia-Pacific Journal-Japan Focus,JAPAN FOCUS,0.2,Q4
1557-5063,Journal of Exotic Pet Medicine,ELSEVIER SCIENCE INC,0.6,Q3
1557-5330,Community Development,ROUTLEDGE JOURNALS,1.4,Q3
1557-5969,Journal of Cellular Automata,OLD CITY PUBLISHING I,0.3,Q4
1557-9883,American Journal of Mens Health,SAGE PUBLICATIONS IN,2.4,Q2
1558-2027,Journal of Cardiovascular Medicine,LIPPINCOTT WILLIAMS,2,Q3
1558-3058,International Journal of Architectural Heritage,TAYLOR & FRANCIS INC,2.4,Q2
1558-3724,Polymer Reviews,TAYLOR & FRANCIS INC,11.9,Q1
1558-6073,Nature + Culture,BERGHAHN JOURNALS,0.6,Q4
1558-6235,International Journal of Sport Finance,FIT PUBLISHING,0.5,Q4
1558-6898,Journal of Mixed Methods Research,SAGE PUBLICATIONS IN,7.8,Q1
1558-7673,Clinical Genitourinary Cancer,"CIG MEDIA GROUP, LP",2.7,Q2
1558-7878,Journal of Veterinary Behavior-Clinical Applicat,ELSEVIER SCIENCE INC,1.6,Q2
1558-7894,Journal of Asia Business Studies,EMERALD GROUP PUBL,3,Q2
1558-8211,Current Hematologic Malignancy Reports,CURRENT MEDICINE GR,3.3,Q2
1558-8424,Journal of Applied Meteorology and Climatolog,AMER METEOROLOGIC,2.2,Q3
1558-8661,Recreational Sports Journal,SAGE PUBLICATIONS IN,1,Q3
1558-8831,Arthur Miller Journal,PENN STATE UNIV PRES,0.3,
1558-9080,Academy of Management Perspectives,ACAD MANAGEMENT,5.7,Q1
1558-9250,Journal of Engineered Fibers and Fabrics,SAGE PUBLICATIONS LT,2.3,Q2
1559-047X,Journal of Burn Care & Research,OXFORD UNIV PRESS,1.8,Q2
1559-0631,Journal of Exposure Science and Environmenta,SPRINGERNATURE,4.7,Q1
1559-0968,Asia Policy,NATL BUREAU ASIAN R,0.9,Q2
1559-128X,APPLIED OPTICS,Optica Publishing Grou,1.7,Q3
1559-1646,Journal of African American Studies,SPRINGER,0.5,Q4
1559-2294,Epigenetics,TAYLOR & FRANCIS INC,3.2,Q2
1559-2316,Plant Signaling & Behavior,TAYLOR & FRANCIS INC,3.6,Q1
1559-2332,Simulation in Healthcare-Journal of the Society,LIPPINCOTT WILLIAMS,2.1,Q3
1559-2448,International Food and Agribusiness Managem,BRILL,1.5,Q3
1559-2723,Estuaries and Coasts,SPRINGER,2.3,Q2
1559-3258,Dose-Response,SAGE PUBLICATIONS IN,2.4,Q2
1559-372X,Journal of Vietnamese Studies,UNIV CALIFORNIA PRES,0.3,Q3
1559-3940,Communications in Applied Mathematics and C,MATHEMATICAL SCIEN,2.1,Q1
1559-3959,Journal of Mechanics of Materials and Structur,MATHEMATICAL SCIEN,1,Q4
1559-4491,Wilson Journal of Ornithology,TAYLOR & FRANCIS LTD,0.5,Q4
1559-5749,Empirical Musicology Review,"OHIO STATE UNIV, SCH",0.2,
1559-6109,Journal of the American Association for Labora,AMER ASSOC LABORAT,1.7,Q2
1559-7431,Review of International Organizations,SPRINGER,4,Q1
1559-7768,AACN Advanced Critical Care,AMER ASSOC CRITICAL,1.5,Q3
1559-8276,American Journal of Lifestyle Medicine,SAGE PUBLICATIONS IN,1.3,Q4
1559-8608,Journal of Statistical Theory and Practice,SPRINGER,0.9,Q3
1559-9612,International Journal of Optomechatronics,TAYLOR & FRANCIS INC,2.3,Q2
1560-2214,PHARMACY EDUCATION,INTERNATIONAL PHAR,0.5,Q4
1560-2745,FUNGAL DIVERSITY,SPRINGER,24.8,Q1
1560-4292,International Journal of Artificial Intelligence in,SPRINGER,8.5,Q1
1560-6074,Research Journal of Textile and Apparel,EMERALD GROUP PUBL,1.9,Q2
1560-7259,Turczaninowia,Altai State Univ,0.5,Q4
1560-8034,Semiconductor Physics Quantum Electronics &,NATL ACAD SCIENCES U,1,Q4
1561-0837,REVISTA PERUANA DE BIOLOGIA,Univ Nacional Mayor d,0.3,Q4
1561-4042,Computer Science Journal of Moldova,INST MATHEMATICS &,0.3,Q4
1561-4085,Nonlinear Phenomena in Complex Systems,BELARUSSIAN STATE U,0.3,Q4
1561-4263,Police Practice and Research,ROUTLEDGE JOURNALS,1.8,Q2
1561-7793,Tomsk State University Journal,TOMSK STATE UNIV,0.1,Q4
1561-8323,DOKLADY NATSIONALNOI AKADEMII NAUK BEL,BELARUSKAYA NAVUKA,0.1,Q4
1561-8625,ASIAN JOURNAL OF CONTROL,WILEY,2.7,Q2
1561-8633,NATURAL HAZARDS AND EARTH SYSTEM SCIEN,COPERNICUS GESELLSC,4.7,Q1
1561-8889,Space Science and Technology-Kosmicna Nauk,PUBLISHING HOUSE AK,0.5,Q4
1562-2479,International Journal of Fuzzy Systems,SPRINGER HEIDELBERG,3.6,Q2
1562-2916,IRANIAN JOURNAL OF FISHERIES SCIENCES,IRANIAN FISHERIES SCI,0.6,Q4
1562-2975,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,TAYLOR & FRANCIS LTD,3.8,Q1
1562-3297,Avances,CENTRO INFORMACION,0.1,Q4
1562-3599,International Journal of Construction Managem,TAYLOR & FRANCIS LTD,3.4,Q2
1562-3920,Eurasian Chemico-Technological Journal,INST HIGHER EDUCATIO,1.2,Q3
1562-4730,Biblios-Revista de Bibliotecologia y Ciencias de,"UNIV PITTSBURGH, UN",0.2,Q4
1562-6016,Problems of Atomic Science and Technology,KHARKOV INST PHYSIC,0.6,Q4
1562-6997,African Journal on Conflict Resolution,AFRICAN CENTRE CONS,0.2,Q4
1562-8264,Southern African Journal of Critical Care,HEALTH & MEDICAL PU,1,Q4
1563-0110,Archaeology Ethnology and Anthropology of Eu,PLEIADES PUBLISHING I,0.3,Q4
1563-0277,Journal of Mathematics Mechanics and Compu,AL-FARABI KAZAKH NA,0.3,Q4
1563-0315,Recent Contributions to Physics,AL-FARABI KAZAKH NA,0.2,Q4
1563-0331,Chemical Bulletin of Kazakh National University,AL-FARABI KAZAKH NA,0.3,Q4
1563-3241,Annals Abbasi Shaheed Hospital & Karachi Med,ABBASI SHAHEED HOSP,0.1,Q4
1565-1088,ISRAEL MEDICAL ASSOCIATION JOURNAL,ISRAEL MEDICAL ASSOC,1.3,Q2
1565-1339,INTERNATIONAL JOURNAL OF NONLINEAR SCIE,WALTER DE GRUYTER G,1.5,Q2
1565-1525,Aleph-Historical Studies in Science & Judaism,INDIANA UNIV PRESS,0.5,Q2
1565-3633,BIOINORGANIC CHEMISTRY AND APPLICATION,WILEY,4.1,Q1
1565-3668,Partial Answers-Journal of Literature and the H,JOHNS HOPKINS UNIV,0.2,
1565-6721,Ars Judaica-The Bar Ilan Journal of Jewish Art,LIVERPOOL UNIV PRESS,<0.1,
1565-8961,Argumentation et Analyse du Discours,"TEL AVIV UNIV, FAC HU",0.2,
1566-0141,Emerging Markets Review,ELSEVIER,4.6,Q1
1566-0621,CONSERVATION GENETICS,SPRINGER,1.7,Q2
1566-0702,AUTONOMIC NEUROSCIENCE-BASIC & CLINICA,ELSEVIER,3.3,Q2
1566-113X,NETWORKS & SPATIAL ECONOMICS,SPRINGER,1.5,Q3
1566-1199,ORGANIC ELECTRONICS,ELSEVIER,2.6,Q3
1566-1679,Journal of Industry Competition & Trade,SPRINGER,0.6,Q4
1566-2535,Information Fusion,ELSEVIER,15.5,Q1
1566-2543,JOURNAL OF POLYMERS AND THE ENVIRONME,SPRINGER,5,Q1
1566-4910,Journal of Housing and the Built Environment,SPRINGER,2.1,Q2
1566-5232,CURRENT GENE THERAPY,BENTHAM SCIENCE PU,3.3,Q2
1566-5240,CURRENT MOLECULAR MEDICINE,BENTHAM SCIENCE PU,2.5,Q3
